epoch,acc,loss,lr,val_acc,val_loss
0,0.39320651339550067,2.619735177753809,0.001,0.4784425464083652,2.2142306996319343
1,0.5035666678203496,2.099136019465822,0.001,0.5220077091572272,2.0169489411461305
2,0.5329502044622062,1.9689843268903817,0.001,0.5422892755045375,1.9393119893128112
3,0.548791539013819,1.9010568370968086,0.001,0.5517720493069908,1.8912163961732293
4,0.5585027244783918,1.8572192015392444,0.001,0.5547290538216036,1.8802069988912302
5,0.5654172661748229,1.82536941152953,0.001,0.5679014762535434,1.8237196969623215
6,0.5706255416823353,1.8004558334190848,0.001,0.5707894741991437,1.8087795890067127
7,0.5746719233835345,1.7810113436789012,0.001,0.5700352961188916,1.7999861351215773
8,0.5778976645186177,1.7651683315127729,0.001,0.5747013141615386,1.784092623485998
9,0.5807290867250009,1.7512624333016917,0.001,0.5787041840513826,1.770323756823149
